UT,作者,机构,第几作者
WOS:001614501000001,"Chen, L","Nanjing Forestry Univ, Dept Phys Educ & Aesthet Educ, 159 Longpan Rd, Nanjing 210037, Peoples R China.",1
WOS:001614501000001,"Han, LL","Jinling Inst Technol, Dept Phys Educ, 99 Hongjing Rd, Nanjing 211169, Peoples R China.",2
WOS:001614501000001,"Wang, LP","Nanjing Univ Posts & Telecommun, Sch Econ, 9 Wenyuan Rd, Nanjing 210023, Peoples R China.",3
WOS:001614501000001,"Dong, LB","Nanjing Agr Univ, Dept Phys Educ, 1 Weigang, Nanjing 210095, Peoples R China.",4
WOS:001339710600001,"Fan, HT","Nanjing Univ Aeronaut & Astronaut, Civil Aviat Coll, Dept Civil & Airport Engn, Nanjing 210016, Peoples R China.",1
WOS:001339710600001,"Yu, HF","Nanjing Univ Aeronaut & Astronaut, Civil Aviat Coll, Dept Civil & Airport Engn, Nanjing 210016, Peoples R China.",2
WOS:001339710600001,"Ma, HY","Nanjing Univ Aeronaut & Astronaut, Civil Aviat Coll, Dept Civil & Airport Engn, Nanjing 210016, Peoples R China.",3
WOS:001339710600001,"Ma, HX","Nanjing Univ Aeronaut & Astronaut, Civil Aviat Coll, Dept Civil & Airport Engn, Nanjing 210016, Peoples R China.",4
WOS:001339710600001,"Chen, XQ","Nanjing Univ Aeronaut & Astronaut, Civil Aviat Coll, Dept Civil & Airport Engn, Nanjing 210016, Peoples R China.",5
WOS:001339710600001,"Xu, Y","Nanjing Univ Aeronaut & Astronaut, Civil Aviat Coll, Dept Civil & Airport Engn, Nanjing 210016, Peoples R China.",6
WOS:001339710600001,"Zhang, M","Nanjing Univ Aeronaut & Astronaut, Civil Aviat Coll, Dept Civil & Airport Engn, Nanjing 210016, Peoples R China.",7
WOS:001339710600001,"Du, Q","Nanjing Univ Aeronaut & Astronaut, Coll Econ & Management, Nanjing 210016, Peoples R China.",8
WOS:001367993600001,"Dai, Q","Jinling Inst Technol, Sch Network & Commun Engn, Nanjing 210096, Peoples R China.",1
WOS:001367993600001,"Zhang, X","Jinling Inst Technol, Sch Network & Commun Engn, Nanjing 210096, Peoples R China.",2
WOS:001367993600001,"Fang, RT","Southeast Univ, Adv Photon Ctr, Sch Elect Sci & Engn, Nanjing 210096, Peoples R China.",3
WOS:001367993600001,"Zhang, LL","Jinling Inst Technol, Sch Network & Commun Engn, Nanjing 210096, Peoples R China.",4
WOS:001367993600001,"Qi, ZQ","Jinling Inst Technol, Sch Network & Commun Engn, Nanjing 210096, Peoples R China.",5
WOS:001367993600001,"Chen, P","Jinling Inst Technol, Sch Network & Commun Engn, Nanjing 210096, Peoples R China.",6
WOS:001367993600001,"Chen, L","Jinling Inst Technol, Sch Network & Commun Engn, Nanjing 210096, Peoples R China.",7
WOS:001367993600001,"Wang, SC","Southeast Univ, Adv Photon Ctr, Sch Elect Sci & Engn, Nanjing 210096, Peoples R China.",8
WOS:001036489100001,"Wan, LX","Hohai Univ, Coll Sci, Nanjing 211100, Peoples R China.",1
WOS:001036489100001,"Zhang, LA","Hohai Univ, Business Sch, Changzhou 213022, Peoples R China.",2
WOS:001036489100001,"Chiu, YH","Soochow Univ, Dept Econ, Taipei 100, Taiwan.",3
WOS:001036489100001,"Pang, QH","Hohai Univ, Business Sch, Changzhou 213022, Peoples R China.",4
WOS:001036489100001,"Luo, Q","Jinling Inst Technol, Business Sch, Nanjing 211169, Peoples R China.",5
WOS:001036489100001,"Shi, Z","Hohai Univ, Business Sch, Changzhou 213022, Peoples R China.",6
WOS:000837700800007,"Ke, CB","Nanjing Univ Posts & Telecommun, Sch Comp Sci, Nanjing 210003, Peoples R China.",1
WOS:000837700800007,"Xiao, F","Nanjing Univ Posts & Telecommun, Sch Comp Sci, Nanjing 210003, Peoples R China.",2
WOS:000837700800007,"Huang, ZQ","Nanjing Univ Aeronaut & Astronaut, Coll Comp Sci & Technol, Nanjing 210016, Peoples R China.",3
WOS:000837700800007,"Xiao, FX","Nanjing Univ Posts & Telecommun, Sch Comp Sci, Nanjing 210003, Peoples R China.",4
WOS:000685165300019,"Sun, L","Jinling Inst Technol, Sch Mech & Elect Engn, Nanjing 210014, Peoples R China.",1
WOS:000685165300019,"Sun, N","Jinling Inst Technol, Sch Mech & Elect Engn, Nanjing 210014, Peoples R China.",2
WOS:000685165300019,"Liu, YC","Huaiyin Inst Technol, Sch Traff Engn, Huaian 223003, Peoples R China.",3
WOS:000685165300019,"Jiang, CM","Dalian Univ Technol, Sch Mech Engn, Dalian 116024, Peoples R China.",4
WOS:000649989900001,"Zhu, Y","Jinling Inst Technol, Sch Comp Engn, Nanjing 211169, Peoples R China.",1
WOS:000649989900001,"Huang, C","Jinling Inst Technol, Sch Comp Engn, Nanjing 211169, Peoples R China.",2
WOS:000649989900001,"Hu, ZH","Nanjing Univ Posts & Telecommun, Sch Comp Sci & Technol, Nanjing 210003, Peoples R China.",3
WOS:000649989900001,"Al-Dhelaan, A","King Saud Univ, Comp Sci, Riyadh 11495, Saudi Arabia.",4
WOS:000649989900001,"Al-Dhelaan, M","King Saud Univ, Comp Sci, Riyadh 11495, Saudi Arabia.",5
WOS:000558019400001,"Wang, JS","Southeast Univ, Sch Civil Engn, Nanjing 210096, Peoples R China.",1
WOS:000558019400001,"Guo, T","Southeast Univ, Sch Civil Engn, Nanjing 210096, Peoples R China.",2
WOS:000558019400001,"Song, LL","Hohai Univ, Coll Civil & Transportat Engn, Nanjing, Peoples R China.",3
WOS:000558019400001,"Song, YS","Hohai Univ, Coll Civil & Transportat Engn, Nanjing, Peoples R China.",4
WOS:000313294200016,"Zhang, ZC","Nanjing Agr Univ, Nanjing, Jiangsu, Peoples R China.",1
WOS:000313294200016,"Dai, W","Anhui Agr Univ, Key Lab Zoonoses Anhui Prov, Hefei 230036, Peoples R China.",2
WOS:000313294200016,"Wang, Y","Nanjing Agr Univ, Nanjing, Jiangsu, Peoples R China.",3
WOS:000313294200016,"Lu, CP","Nanjing Agr Univ, Nanjing, Jiangsu, Peoples R China.",4
WOS:000313294200016,"Fan, HJ","Nanjing Agr Univ, Nanjing, Jiangsu, Peoples R China.",5
WOS:001347649900001,"Wang, PX","Jinling Inst Technol, Sch Architectural Engn, 99 Hongjing Ave, Nanjing 211169, Peoples R China.",1
WOS:001347649900001,"Wang, DW","Jinling Inst Technol, Sch Architectural Engn, 99 Hongjing Ave, Nanjing 211169, Peoples R China.",2
WOS:001347649900001,"Ditta, AA","Southeast Univ, Sch Architecture, Nanjing, Peoples R China.",3
WOS:001347649900001,"Qi, X","Jinling Inst Technol, Sch Architectural Engn, 99 Hongjing Ave, Nanjing 211169, Peoples R China.",4
WOS:001222379400001,"Guo, J","Jinling Inst Technol, Sch Software Engn, Nanjing 211169, Peoples R China.",1
WOS:001222379400001,"Zhu, XJ","Jinling Inst Technol, Sch Software Engn, Nanjing 211169, Peoples R China.",2
WOS:001222379400001,"Li, H","Jinling Inst Technol, Sch Software Engn, Nanjing 211169, Peoples R China.",3
WOS:001027218200001,"Zhang, XY","Xian Univ Sci & Technol, Coll Comp Sci & Technol, Xian 710054, Peoples R China.",1
WOS:001027218200001,"Liu, QQ","Shaanxi Normal Univ, Sch Comp Sci, Xian 710000, Peoples R China.",2
WOS:001027218200001,"Qu, YW","Jinling Inst Technol, Coll Intelligent Sci & Control Engn, Nanjing 211169, Peoples R China.",3
WOS:000913403600030,"Sun, L","Jinling Inst Technol, Sch Mech & Elect Engn, Nanjing 210014, Jiangsu, Peoples R China.",1
WOS:000913403600030,"Li, TY","Jinling Inst Technol, Sch Mech & Elect Engn, Nanjing 210014, Jiangsu, Peoples R China.",2
WOS:000913403600030,"Zhou, JJ","Jinling Inst Technol, Sch Mech & Elect Engn, Nanjing 210014, Jiangsu, Peoples R China.",3
WOS:000913403600030,"Li, WH","Jinling Inst Technol, Sch Mech & Elect Engn, Nanjing 210014, Jiangsu, Peoples R China.",4
WOS:000913403600030,"Wu, ZM","Jinling Inst Technol, Sch Mech & Elect Engn, Nanjing 210014, Jiangsu, Peoples R China.",5
WOS:000913403600030,"Niu, RK","Jinling Inst Technol, Sch Mech & Elect Engn, Nanjing 210014, Jiangsu, Peoples R China.",6
WOS:000913403600030,"Cheng, JX","Jinling Inst Technol, Sch Mech & Elect Engn, Nanjing 210014, Jiangsu, Peoples R China.",7
WOS:000913403600030,"Asare-Yeboah, K","Penn State Behrend, Dept Elect & Comp Engn, Erie, PA 16563 USA.",8
WOS:000913403600030,"He, ZR","Univ Alabama, Dept Elect & Comp Engn, Tuscaloosa, AL 35487 USA.",9
WOS:000916331900001,"Liu, F","Jinling Inst Technol, Sch Elect & Informat Engn, Nanjing 211169, Peoples R China.",1
WOS:000916331900001,"Zou, ML","Fujian Normal Univ, Coll Photon & Elect Engn, Fuzhou 350007, Peoples R China.",2
WOS:000916331900001,"Feng, ZJ","Nanjing Univ Informat Sci & Technol, Jiangsu Key Lab Meteorol Observat & Informat Proc, Nanjing 210044, Peoples R China.",3
WOS:000916331900001,"Ni, B","Nanjing Univ Informat Sci & Technol, Jiangsu Key Lab Meteorol Observat & Informat Proc, Nanjing 210044, Peoples R China.",4
WOS:000916331900001,"Ye, BS","Changzhou Inst Ind Technol, Sch Intelligent Control, Changzhou 213164, Peoples R China.",5
WOS:000916331900001,"Wang, YJ","Jinling Inst Technol, Sch Elect & Informat Engn, Nanjing 211169, Peoples R China.",6
WOS:000849682900001,"Wu, H","Dalian Med Univ, Grad Sch, Neurosurg, Dalian, Peoples R China.",1
WOS:000849682900001,"Wei, M","Dalian Med Univ, Grad Sch, Neurosurg, Dalian, Peoples R China.",2
WOS:000849682900001,"Xu, Y","Jinling Inst Technol, Nanotechnol, Nanjing, Peoples R China.",3
WOS:000849682900001,"Li, YP","Yangzhou Univ, Clin Med Coll, Dept Neurosurg, Yangzhou, Peoples R China.",4
WOS:000849682900001,"Zhai, X","Nanjing Univ Posts & Telecommun, Dept Adv Mat, Nanjing, Peoples R China.",5
WOS:000849682900001,"Su, P","Nanjing Univ Posts & Telecommun, Dept Adv Mat, Nanjing, Peoples R China.",6
WOS:000849682900001,"Ma, Q","Yangzhou Univ, Clin Med Coll, Dept Neurosurg, Yangzhou, Peoples R China.",7
WOS:000849682900001,"Zhang, HZ","Yangzhou Univ, Clin Med Coll, Dept Neurosurg, Yangzhou, Peoples R China.",8
WOS:000742132400001,"Ding, KM","Jinling Inst Technol, Nanjing 211169, Peoples R China.",1
WOS:000742132400001,"Chen, SP","CSIRO Data61, Sydney, NSW 1710, Australia.",2
WOS:000742132400001,"Wang, Y","Changjiang Nanjing Waterway Bur, Nanjing 210011, Peoples R China.",3
WOS:000742132400001,"Liu, YM","Chinese Acad Sci, Inst Geog Sci & Nat Resources Res, State Key Lab Resource & Environm Informat Syst, Beijing 100101, Peoples R China.",4
WOS:000742132400001,"Zeng, Y","Jinling Inst Technol, Nanjing 211169, Peoples R China.",5
WOS:000742132400001,"Tian, J","Jinling Inst Technol, Nanjing 211169, Peoples R China.",6
WOS:000595143000003,"Xiong, S","Nanjing Inst Technol, Coll Mat Sci & Engn, Nanjing 211167, Jiangsu, Peoples R China.",1
WOS:000595143000003,"Liang, D","Jinling Inst Technol, Coll Mat Engn, Nanjing 211167, Jiangsu, Peoples R China.",2
WOS:000595143000003,"Wu, H","Nanjing Inst Technol, Coll Mat Sci & Engn, Nanjing 211167, Jiangsu, Peoples R China.",3
WOS:000595143000003,"Lin, W","Nanjing Inst Technol, Coll Mat Sci & Engn, Nanjing 211167, Jiangsu, Peoples R China.",4
WOS:000595143000003,"Chen, JS","Nanjing Inst Technol, Coll Mat Sci & Engn, Nanjing 211167, Jiangsu, Peoples R China.",5
WOS:000595143000003,"Zhang, BS","Nanjing Inst Technol, Coll Mat Sci & Engn, Nanjing 211167, Jiangsu, Peoples R China.",6
WOS:000550137500001,"Zhang, J","Nanjing Univ Sci & Technol, Sch Chem Engn, Dept Safety Engn, 200 Xiaolingwei Rd, Nanjing 210094, Peoples R China.",1
WOS:000550137500001,"Ma, YY","Solvay China Co Ltd, Shanghai 201108, Peoples R China.",2
WOS:000550137500001,"Dong, Z","Solvay China Co Ltd, Shanghai 201108, Peoples R China.",3
WOS:000550137500001,"Wang, SY","Jinling Inst Technol, 99 Hongjing Ave, Nanjing 210094, Peoples R China.",4
WOS:000550137500001,"Chen, LP","Nanjing Univ Sci & Technol, Sch Chem Engn, Dept Safety Engn, 200 Xiaolingwei Rd, Nanjing 210094, Peoples R China.",5
WOS:000550137500001,"Chen, WH","Nanjing Univ Sci & Technol, Sch Chem Engn, Dept Safety Engn, 200 Xiaolingwei Rd, Nanjing 210094, Peoples R China.",6
WOS:000431391700001,"Cheng, Y","Nanjing Inst Technol, Sch Commun Engn, Nanjing 211167, Jiangsu, Peoples R China.",1
WOS:000431391700001,"Jiao, LB","Nanjing Inst Technol, Sch Commun Engn, Nanjing 211167, Jiangsu, Peoples R China.",2
WOS:000431391700001,"Tong, Y","Nanjing Inst Technol, Sch Commun Engn, Nanjing 211167, Jiangsu, Peoples R China.",3
WOS:000431391700001,"Li, ZY","Minjiang Univ, Fujian Prov Key Lab Informat Proc & Intelligent C, Fuzhou 350121, Fujian, Peoples R China.",4
WOS:000431391700001,"Hu, Y","Jinling Inst Technol, Sch Software Engn, Nanjing 211169, Jiangsu, Peoples R China.",5
WOS:000431391700001,"Cao, XH","Nanjing Inst Technol, Sch Commun Engn, Nanjing 211167, Jiangsu, Peoples R China.",6
WOS:000357751700005,"Pang, J","Jinling Inst Technol, Coll Mat Sci & Engn, Nanjing 211163, Jiangsu, Peoples R China.",1
WOS:000357751700005,"Ye, YF","Jinling Inst Technol, Coll Mat Sci & Engn, Nanjing 211163, Jiangsu, Peoples R China.",2
WOS:000357751700005,"Tian, ZQ","Univ Calif Riverside, Dept Chem, Riverside, CA 92521 USA.",3
WOS:000357751700005,"Pang, XY","Jinling Inst Technol, Coll Mat Sci & Engn, Nanjing 211163, Jiangsu, Peoples R China.",4
WOS:000357751700005,"Wu, CY","Jinling Inst Technol, Coll Mat Sci & Engn, Nanjing 211163, Jiangsu, Peoples R China.",5
WOS:001515120400001,"Xue, JN","Nanjing Univ Informat Sci & Technol, Sch Emergency Management, Nanjing 210044, Peoples R China.",1
WOS:001515120400001,"Yuan, C","Nanjing Univ Informat Sci & Technol, Sch Emergency Management, Nanjing 210044, Peoples R China.",2
WOS:001515120400001,"Qu, YW","Jinling Inst Technol, Coll Intelligent Sci & Control Engn, Nanjing 211169, Peoples R China.",3
WOS:001515120400001,"Huang, YF","China Univ Geosci, Sch Environm Studies, Dept Atmospher Sci, Wuhan 430074, Peoples R China.",4
WOS:000876560400001,"Shi, HH","Jinling Inst Technol, Nanjing 210094, Peoples R China.",1
WOS:000876560400001,"Qian, JJ","Nanjing Univ Sci & Technol, Key Lab Intelligent Percept & Syst High Dimens In, Minist Educ, Nanjing 210094, Peoples R China.",2
WOS:000876560400001,"Zhu, NJ","Shanghai Univ, Sch Comp Engn & Sci, Shanghai 200444, Peoples R China.",3
WOS:000876560400001,"Zhang, T","Nanjing Univ Sci & Technol, Key Lab Intelligent Percept & Syst High Dimens In, Minist Educ, Nanjing 210094, Peoples R China.",4
WOS:000876560400001,"Cui, Z","Nanjing Univ Sci & Technol, Key Lab Intelligent Percept & Syst High Dimens In, Minist Educ, Nanjing 210094, Peoples R China.",5
WOS:000876560400001,"Wu, QL","Nanjing Univ Sci & Technol, Key Lab Intelligent Percept & Syst High Dimens In, Minist Educ, Nanjing 210094, Peoples R China.",6
WOS:000876560400001,"Feng, SS","Shandong Normal Univ, Sch Informat Sci & Engn, Jinan 610101, Peoples R China.",7
WOS:001672514300001,"Wang, SK","Jinling Inst Technol, Coll Sci, 99 Hongjing Ave, Nanjing 211169, Peoples R China.",1
WOS:001672514300001,"Hung, NT","Tohoku Univ, Frontier Res Inst Interdisciplinary Sci, Sendai 9808578, Japan.",2
WOS:001672514300001,"Sun, ML","Univ Antwerp, NANOlab Ctr Excellence, Groenenborgerlaan 171, B-2020 Antwerp, Belgium.",3
WOS:001586883700015,"Ma, JZ","Nanjing Forestry Univ, Coll Forestry & Grassland, Coinnovat Ctr Sustainable Forestry Southern China, Nanjing 210037, Peoples R China.",1
WOS:001586883700015,"Sheng, MT","Nanjing Forestry Univ, Coll Forestry & Grassland, Nanjing 210037, Peoples R China.",2
WOS:001586883700015,"Shen, ZN","Nanjing Foreign Language Sch, Nanjing 210022, Peoples R China.",3
WOS:001586883700015,"Liu, YX","Nanjing Forestry Univ, Coll Forestry & Grassland, Nanjing 210037, Peoples R China.",4
WOS:001586883700015,"Fan, JJ","Nanjing Forestry Univ, Coll Forestry & Grassland, Nanjing 210037, Peoples R China.",5
WOS:001586883700015,"Fan, YR","Nanjing Forestry Univ, Coll Forestry & Grassland, Nanjing 210037, Peoples R China.",6
WOS:001586883700015,"Zhang, WX","Nanjing Forestry Univ, Coll Forestry & Grassland, Nanjing 210037, Peoples R China.",7
WOS:001586883700015,"Wang, GY","Univ British Columbia, Fac Forestry, Dept Forest Resources Management, Vancouver, BC V6T 1Z4, Canada.",8
WOS:001503400300001,"Wang, Z","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",1
WOS:001503400300001,"Sun, JJ","Univ Nebraska Med Ctr, Coll Pharm, Dept Pharmaceut Sci, Omaha, NE USA.",2
WOS:001503400300001,"Jia, L","Shanghai Univ, Dept Polymer Mat, 99 Shangda Rd,Mailbox 152, Shanghai 200444, Peoples R China.",3
WOS:001503400300001,"Sheng, RL","Univ Madeira, CQM Ctr Quim Madeira, Campus Penteada, P-9000390 Funchal, Madeira, Portugal.",4
WOS:001490584200001,"Wang, Z","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",1
WOS:001490584200001,"Wang, XM","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",2
WOS:001490584200001,"Zhou, Y","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",3
WOS:001490584200001,"Zhang, XJ","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",4
WOS:001490584200001,"Bian, Y","Nanjing Univ Chinese Med, Lab Anim Ctr, Nanjing 210023, Peoples R China.",5
WOS:001490584200001,"Lin, Q","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",6
WOS:001490584200001,"Wang, YJ","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",7
WOS:001490584200001,"Sheng, RL","Univ Madeira, CQM Ctr Quim Madeira, Campus Penteada, P-9000390 Funchal, Portugal.",8
WOS:001112652500001,"Wei, PF","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Jiangsu, Peoples R China.",1
WOS:001112652500001,"Tong, R","Anhui Univ Technol, Sch Mat Sci & Engn, Maanshan 243002, Anhui, Peoples R China.",2
WOS:001112652500001,"Liu, XF","Anhui Univ Technol, Sch Mat Sci & Engn, Maanshan 243002, Anhui, Peoples R China.",3
WOS:001112652500001,"Wei, Y","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Jiangsu, Peoples R China.",4
WOS:001112652500001,"Zhang, YA","JA Solar Co Ltd, Yangzhou 225131, Jiangsu, Peoples R China.",5
WOS:001112652500001,"Liu, X","Anhui Univ Technol, Sch Mat Sci & Engn, Maanshan 243002, Anhui, Peoples R China.",6
WOS:001112652500001,"Dai, J","JA Solar Co Ltd, Yangzhou 225131, Jiangsu, Peoples R China.",7
WOS:001112652500001,"Yin, HP","JA Solar Co Ltd, Yangzhou 225131, Jiangsu, Peoples R China.",8
WOS:001112652500001,"Liu, DM","Anhui Univ Technol, Sch Mat Sci & Engn, Maanshan 243002, Anhui, Peoples R China.",9
WOS:000599707400001,"Lin, Q","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",1
WOS:000599707400001,"Zhang, XJ","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",2
WOS:000599707400001,"Wang, W","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",3
WOS:000599707400001,"Li, SP","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",4
WOS:000599707400001,"Li, JL","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",5
WOS:000599707400001,"Hao, LY","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",6
WOS:000503870100007,"Tang, S","Guizhou Normal Univ, Sch Math Sci, Guiyang 550001, Guizhou, Peoples R China.",1
WOS:000503870100007,"Hu, GM","Jinling Inst Technol, Coll Sci, Nanjing 211169, Jiangsu, Peoples R China.",2
WOS:000503870100007,"Shi, QT","Quanzhou Normal Univ, Sch Math, Fuzhou 362000, Fujian, Peoples R China.",3
WOS:000503870100007,"Jin, JJ","Hefei Univ Technol, Sch Math Sci, Xuancheng Campus, Xuancheng 242000, Peoples R China.",4
WOS:000451073200003,"Shen, YL","Nanjing Univ Sci & Technol, Inst Optoelect Nanomat, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Mat & Devices, Nanjing 210094, Jiangsu, Peoples R China.",1
WOS:000451073200003,"Wei, C","Jinling Inst Technol, Sch Sci, Nanjing 211169, Jiangsu, Peoples R China.",2
WOS:000451073200003,"Ma, LB","Nanjing Univ, Sch Chem & Chem Engn, Key Lab Mesoscop Chem MOE, Nanjing 210093, Jiangsu, Peoples R China.",3
WOS:000451073200003,"Wang, SL","Nanjing Univ Sci & Technol, Inst Optoelect Nanomat, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Mat & Devices, Nanjing 210094, Jiangsu, Peoples R China.",4
WOS:000451073200003,"Wang, X","Nanjing Univ Sci & Technol, Inst Optoelect Nanomat, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Mat & Devices, Nanjing 210094, Jiangsu, Peoples R China.",5
WOS:000451073200003,"Xu, XB","Nanjing Univ Sci & Technol, Inst Optoelect Nanomat, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Mat & Devices, Nanjing 210094, Jiangsu, Peoples R China.",6
WOS:000451073200003,"Zeng, HB","Nanjing Univ Sci & Technol, Inst Optoelect Nanomat, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Mat & Devices, Nanjing 210094, Jiangsu, Peoples R China.",7
WOS:001696185500001,"Wan, J","Jinling Inst Technol, Nanjing 211169, Peoples R China.",1
WOS:001696185500001,"Chen, YH","Chalmers Univ Technol, S-41296 Gothenburg, Sweden.",2
WOS:001696185500001,"Jiang, MY","Southeast Univ, Sch Transportat, Jiulonghu Campus, Nanjing 211100, Peoples R China.",3
WOS:001696185500001,"Tong, H","Nanjing Univ, Sch Foreign Language, Xianlin Campus, Nanjing 210023, Peoples R China.",4
WOS:001696185500001,"Wang, RS","Southeast Univ, Sch Transportat, Jiulonghu Campus, Nanjing 211100, Peoples R China.",5
WOS:001598282600004,"He, NR","Beihang Univ, Sch Econ & Management, Beijing 100191, Peoples R China.",1
WOS:001598282600004,"Lu, QX","Guilin Univ Aerosp Technol, Financial Dept, Guilin 541004, Peoples R China.",2
WOS:001598282600004,"Yan, F","Jinling Inst Technol, Sch Software Engn, Nanjing 211169, Peoples R China.",3
WOS:001598282600004,"Wang, Q","Civil Aviat Flight Univ China, Sch Sci, Guanghan 618307, Peoples R China.",4
WOS:001443135100001,"Zhou, LF","China Three Gorges Univ, Coll Econ & Management, Yichang 443002, Peoples R China.",1
WOS:001443135100001,"He, WJ","China Three Gorges Univ, Coll Econ & Management, Yichang 443002, Peoples R China.",2
WOS:001443135100001,"Kong, Y","China Three Gorges Univ, Coll Econ & Management, Yichang 443002, Peoples R China.",3
WOS:001443135100001,"Zhang, ZQ","Tongji Univ, Coll Architecture & Urban Planning, Shanghai 200092, Peoples R China.",4
WOS:000880313600011,"Li, H","Xian Inst Opt & Precis Mech, Chinese Acad Sci, Xian 710119, Peoples R China.",1
WOS:000880313600011,"Xue, YH","Xian Inst Opt & Precis Mech, Chinese Acad Sci, Xian 710119, Peoples R China.",2
WOS:000880313600011,"Tian, JS","Xian Inst Opt & Precis Mech, Chinese Acad Sci, Xian 710119, Peoples R China.",3
WOS:000880313600011,"Li, SH","Xian Inst Opt & Precis Mech, Chinese Acad Sci, Xian 710119, Peoples R China.",4
WOS:000880313600011,"Wang, JF","Xian Inst Opt & Precis Mech, Chinese Acad Sci, Xian 710119, Peoples R China.",5
WOS:000880313600011,"Chen, P","Xian Inst Opt & Precis Mech, Chinese Acad Sci, Xian 710119, Peoples R China.",6
WOS:000880313600011,"Tian, LP","Xian Inst Opt & Precis Mech, Chinese Acad Sci, Xian 710119, Peoples R China.",7
WOS:000880313600011,"He, JP","Xian Inst Opt & Precis Mech, Chinese Acad Sci, Xian 710119, Peoples R China.",8
WOS:000880313600011,"Zhang, MR","Xian Inst Opt & Precis Mech, Chinese Acad Sci, Xian 710119, Peoples R China.",9
WOS:000880313600011,"Liu, BY","Xian Inst Opt & Precis Mech, Chinese Acad Sci, Xian 710119, Peoples R China.",10
WOS:000880313600011,"Gou, YS","Xian Inst Opt & Precis Mech, Chinese Acad Sci, Xian 710119, Peoples R China.",11
WOS:000880313600011,"Xu, XY","Xian Inst Opt & Precis Mech, Chinese Acad Sci, Xian 710119, Peoples R China.",12
WOS:000880313600011,"Li, YH","Xian Inst Opt & Precis Mech, Chinese Acad Sci, Xian 710119, Peoples R China.",13
WOS:000880313600011,"Xin, LW","Xian Inst Opt & Precis Mech, Chinese Acad Sci, Xian 710119, Peoples R China.",14
WOS:000762817600001,"Zhang, MJ","Jiangsu Univ, Sch Management, Zhenjiang 212013, Jiangsu, Peoples R China.",1
WOS:000762817600001,"Li, MX","Jiangsu Univ, Sch Management, Zhenjiang 212013, Jiangsu, Peoples R China.",2
WOS:000762817600001,"Sun, HZ","Jiangsu Univ, Sch Management, Zhenjiang 212013, Jiangsu, Peoples R China.",3
WOS:000762817600001,"Agyeman, FO","Jiangsu Univ, Sch Management, Zhenjiang 212013, Jiangsu, Peoples R China.",4
WOS:000762817600001,"Khan, HSUD","Jiangsu Univ, Sch Management, Zhenjiang 212013, Jiangsu, Peoples R China.",5
WOS:000762817600001,"Zhang, ZD","Jiangsu Univ, Sch Management, Zhenjiang 212013, Jiangsu, Peoples R China.",6
WOS:000367612600014,"Pan, XL","Nanjing Univ, Sch Informat Management, Nanjing 210008, Jiangsu, Peoples R China.",1
WOS:000367612600014,"Yan, EJ","Drexel Univ, Coll Comp & Informat, Philadelphia, PA 19104 USA.",2
WOS:000367612600014,"Wang, QJ","Jinling Inst Technol, Coll Humanities, Nanjing, Jiangsu, Peoples R China.",3
WOS:000367612600014,"Hua, WN","Nanjing Univ, Sch Informat Management, Nanjing 210008, Jiangsu, Peoples R China.",4
WOS:000719241800001,"Chen, H","Jinling Inst Technol, Sch Anim Sci & Food Engn, Nanjing, Jiangsu, Peoples R China.",1
WOS:000719241800001,"Feng, MQ","Jinling Inst Technol, Sch Anim Sci & Food Engn, Nanjing, Jiangsu, Peoples R China.",2
WOS:000719241800001,"Li, J","Jinling Inst Technol, Sch Sci, Nanjing, Jiangsu, Peoples R China.",3
WOS:000719241800001,"Lu, J","Jinling Inst Technol, Sch Anim Sci & Food Engn, Nanjing, Jiangsu, Peoples R China.",4
WOS:000719241800001,"Gu, HY","Chuzhou Univ, Sch Biol Sci & Food Engn, Chuzhou, Anhui, Peoples R China.",5
WOS:000719241800001,"Chen, JH","Jinling Inst Technol, Sch Anim Sci & Food Engn, Nanjing, Jiangsu, Peoples R China.",6
WOS:000719241800001,"He, SH","Chuzhou Univ, Sch Biol Sci & Food Engn, Chuzhou, Anhui, Peoples R China.",7
